"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_4418","motif_431","0.864","0.592","676.5854","None","None"
"document_5215","motif_81","0.986","0.592","812.5418","None","None"
"document_5118","motif_492","0.012","0.593","790.4577","None","None"
"document_5280","motif_342","0.017","0.593","830.6271","None","None"
"document_2449","motif_476","0.019","0.593","522.2682","None","None"
"document_2131","motif_391","0.021","0.593","501.3192","None","None"
"document_3485","motif_211","0.024","0.593","602.3089","None","None"
"document_5499","motif_169","0.024","0.593","934.7855","None","None"
"document_1729","motif_464","0.029","0.593","476.4076","None","None"
"document_5608","motif_383","0.032","0.593","982.7466","None","None"
"document_4804","motif_397","0.033","0.593","727.4796","None","None"
"document_1053","motif_194","0.036","0.593","438.5019","None","None"
"document_1554","motif_264","0.037","0.593","469.3639","None","None"
"document_3604","motif_105","0.037","0.593","612.4336","None","None"
"document_4168","motif_163","0.037","0.593","656.3076","None","None"
"document_1935","motif_7","0.043","0.593","488.3700","None","None"
"document_1117","motif_157","0.045","0.593","441.3720","None","None"
"document_3365","motif_23","0.046","0.593","593.5080","None","None"
"document_381","motif_458","0.049","0.593","375.2667","None","None"
"document_1602","motif_342","0.050","0.593","471.3803","None","None"
"document_5012","motif_211","0.059","0.593","766.3073","None","None"
"document_1023","motif_192","0.062","0.593","435.2380","None","None"
"document_948","motif_342","0.066","0.593","429.3706","None","None"
"document_738","motif_235","0.086","0.593","414.3406","None","None"
"document_4086","motif_212","0.092","0.593","650.3155","None","None"
"document_2885","motif_342","0.103","0.593","554.4406","None","None"
"document_1846","motif_464","0.108","0.593","483.3814","None","None"
"document_2123","motif_117","0.109","0.593","500.4092","None","None"
"document_324","motif_157","0.109","0.593","365.3194","None","None"
"document_5046","motif_375","0.113","0.593","774.3687","None","None"
"document_5124","motif_287","0.118","0.593","790.5899","None","None"
"document_4759","motif_308","0.119","0.593","718.3418","None","None"
"document_857","motif_365","0.123","0.593","423.3974","None","None"
"document_813","motif_399","0.140","0.593","420.3834","None","None"
"document_3336","motif_418","0.173","0.593","591.4721","None","None"
"document_922","motif_196","0.192","0.593","427.3902","None","None"
"document_577","motif_321","0.216","0.593","401.2315","None","None"
"document_3622","motif_367","0.238","0.593","613.4947","None","None"
"document_634","motif_365","0.282","0.593","407.3653","None","None"
"document_3276","motif_461","0.308","0.593","586.3009","None","None"
"document_4809","motif_230","0.359","0.593","728.4927","None","None"
"document_4355","motif_443","0.369","0.593","672.3356","None","None"
